MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3422_1,0.304965623,0.47776929,0.319786096,2.596944232,4.4473644,0.227196333,0.176165011,4.218640183,0.203972498,1.27960275,0.340106952,0.315813598,0.323453018,0.278533231,0.924828113,0.904812834,1.854698243,1.411153552,0.421695951,0.854392666,0.260962567,0.362566845,0.160427807,1.302215432,2.582887701,1.125286478,0.233460657,0.266157372,0.691214668,0.152788388,0.382734912,2.419404125,0.920550038,0.537815126,0.50802139,0.990374332,0.568067227,0.414514897,0.700381971,0.295187166,0.325439267,0.451948052,0.454392666,0.175802351,0.88687639,0.138544646,1.576342548,0.272878932,0.289799809,1.598903718,0.154273912,0.144502701,0.193517636,0.13687639,0.146250397,0.196933588,0.170320941,0.116062917,0.252462663,0.133222116,0.563870353,0.287496028,1.459485224,2.247775659,0.178821099,1.325627582,0.803066412,0.253098189,0.137670798,0.132904353,0.13687639,0.126151891,0.4180966,0.13687639,0.175802351,0.179059422,0.959882428,Control,Saline,S/C,c-SC-s
3422_2,0.298967507,0.480564834,0.31521409,2.626784087,4.473428485,0.232007288,0.175068327,4.25933799,0.201488005,1.329334953,0.333282721,0.314606742,0.32675372,0.271636805,0.951260249,0.918007896,1.854995445,1.44078348,0.429395688,0.84649256,0.249013058,0.367446098,0.161402976,1.304433647,2.546462193,1.112359551,0.233829335,0.265411479,0.689644701,0.152140905,0.381415123,2.391588217,0.921803826,0.539174005,0.514424537,0.988915882,0.590191315,0.417704221,0.664287883,0.303674461,0.332523535,0.435165503,0.448527179,0.181382724,0.874820374,0.144898611,1.56658151,0.270796743,0.301213476,1.600111768,0.153840013,0.150726489,0.201421044,0.145856618,0.144818777,0.20397573,0.1782692,0.11959125,0.239661504,0.138591729,0.535286604,0.296982277,1.472856459,2.243254032,0.188966949,1.376017883,0.825323327,0.263292352,0.142503593,0.134200862,0.145856618,0.142503593,0.399409229,0.136196711,0.181542392,0.17180265,0.934615999,Control,Saline,S/C,c-SC-s
3422_3,0.303297371,0.48564048,0.32137973,2.60644279,4.681811275,0.228232791,0.173985716,4.226105455,0.208478955,1.433824647,0.332624221,0.320012156,0.334599605,0.277161526,0.937091627,0.913842881,1.85275794,1.454642152,0.432609026,0.850022793,0.254368637,0.366509649,0.161829509,1.357696399,2.518158335,1.103631667,0.233247227,0.26743656,0.685458137,0.156359216,0.391125969,2.462695639,0.939522869,0.532897736,0.525755964,1.036164717,0.608418174,0.421060629,0.648381705,0.315605531,0.335359368,0.438231272,0.464367117,0.186167693,0.91504816,0.150955313,1.5802937,0.264487605,0.291883783,1.550844781,0.158850466,0.159166272,0.20882678,0.153797568,0.153165956,0.206063477,0.173456498,0.123717038,0.239775778,0.144323385,0.520527396,0.292120638,1.481683246,2.220669509,0.195562924,1.450971104,0.823543344,0.249486815,0.14353387,0.133822833,0.153797568,0.142270646,0.398784147,0.13887573,0.18600979,0.164061266,0.870124743,Control,Saline,S/C,c-SC-s
3422_4,0.303962367,0.45413425,0.314818165,2.414510584,4.004704179,0.229781075,0.18201556,3.950606115,0.196309028,1.221277366,0.330920934,0.319522345,0.319341415,0.261624751,0.903926181,0.837886738,1.690428804,1.327121404,0.409082685,0.768952415,0.260358241,0.368192509,0.168445811,1.151257463,2.303600507,1.054821784,0.230504795,0.287497738,0.651709788,0.154876063,0.378867378,2.193776009,0.885652253,0.535190881,0.521440203,0.864664375,0.581328026,0.400759906,0.690609734,0.288945178,0.327845124,0.418129184,0.448163561,0.159367162,0.839282269,0.135249855,1.485143739,0.252363496,0.264036272,1.379413467,0.146054409,0.140362724,0.181169207,0.128497009,0.151746093,0.19197376,0.185220915,0.114508972,0.239243681,0.123577079,0.562126182,0.279085472,1.494887131,2.189176153,0.158788347,1.224773297,0.793748794,0.246382404,0.140362724,0.135732201,0.128497009,0.125602933,0.399479066,0.14094154,0.187825584,0.177889253,1.000482346,Control,Saline,S/C,c-SC-s
3422_5,0.302760793,0.473040578,0.322586622,2.527885863,4.09968501,0.242727441,0.18065592,4.016490643,0.197517139,1.299055031,0.34352418,0.340930146,0.327959978,0.277191032,0.916249768,0.837687604,1.742078933,1.361126552,0.445803224,0.871410043,0.256809339,0.418380582,0.174911988,1.233833611,2.316472114,1.079303317,0.233277747,0.26848249,0.663887345,0.15693904,0.394107838,2.216601816,0.911061701,0.560867148,0.550305725,0.904761905,0.605521586,0.417824717,0.693348156,0.312766352,0.334445062,0.464887901,0.472299426,0.164455978,0.85774702,0.140811226,1.491349481,0.253652441,0.261630142,1.398500577,0.147347174,0.148116109,0.185313341,0.132160707,0.153979239,0.197808535,0.171664744,0.119377163,0.247500961,0.129469435,0.562764321,0.28171857,1.514994233,2.166378316,0.180315263,1.28200692,0.814590542,0.251730104,0.150038447,0.131295656,0.132160707,0.14225298,0.393406382,0.144848135,0.197616301,0.173394848,0.983756248,Control,Saline,S/C,c-SC-s
3422_6,0.326897844,0.478725398,0.315463918,2.611246485,4.242736645,0.238238051,0.176382381,4.065042174,0.201124649,1.459606373,0.354639175,0.316963449,0.333458294,0.288847235,0.927272727,0.890534208,1.804498594,1.4447985,0.436738519,0.910028116,0.27628866,0.384629803,0.171696345,1.264667291,2.353701968,1.067291471,0.244236176,0.270290534,0.707029053,0.158013121,0.400374883,2.274039363,0.939643861,0.563636364,0.568509841,0.946204311,0.64348641,0.428303655,0.668978444,0.325210872,0.364761012,0.44742268,0.496719775,0.163072018,0.829144786,0.147224306,1.487809452,0.257595649,0.254501125,1.335896474,0.141597899,0.158383346,0.193267067,0.137846962,0.135315079,0.190735184,0.180513878,0.121624156,0.230776444,0.130251313,0.566860465,0.284508627,1.497843211,2.144317329,0.183702176,1.304107277,0.80992123,0.243623406,0.154632408,0.127906977,0.137846962,0.13944111,0.427606902,0.141691673,0.21024006,0.17591898,0.890003751,Control,Saline,S/C,c-SC-s
3422_7,0.28783722,0.446959305,0.312071331,2.368998628,3.576131687,0.243484225,0.187014175,3.661865569,0.200731596,1.243484225,0.337219936,0.323273891,0.318930041,0.285322359,0.882487426,0.791495199,1.628257888,1.266575217,0.409007773,0.810699588,0.275491541,0.404663923,0.191358025,1.100365798,2.045038866,0.991540924,0.22953818,0.259259259,0.627343393,0.162322817,0.390946502,1.981024234,0.851851852,0.563328761,0.611111111,0.884087791,0.625971651,0.420667581,0.66255144,0.308870599,0.373342478,0.437128487,0.48696845,0.148683405,0.774035517,0.137783221,1.402571953,0.250336803,0.22988365,1.213349663,0.133251684,0.145866503,0.176852419,0.129210043,0.154807103,0.193508879,0.171586038,0.111328843,0.220820576,0.110838947,0.56301286,0.272627067,1.460257195,2.083404776,0.172198408,1.216778934,0.757501531,0.234782609,0.150765462,0.132639314,0.129210043,0.143539498,0.364849969,0.151745254,0.207225964,0.191304348,0.974770361,Control,Saline,S/C,c-SC-s
3422_8,0.293135011,0.453546911,0.308009153,2.39221968,3.738901602,0.236384439,0.191533181,3.610983982,0.196567506,1.362929062,0.371167048,0.312814645,0.320366133,0.285125858,0.874141876,0.788558352,1.639359268,1.303432494,0.413501144,0.826773455,0.280091533,0.396338673,0.185354691,1.143020595,2.080778032,0.984439359,0.23798627,0.263615561,0.616018307,0.162700229,0.383524027,1.966590389,0.857208238,0.578032037,0.597482838,0.857437071,0.622654462,0.415331808,0.684897025,0.314187643,0.354919908,0.433638444,0.496796339,0.153061224,0.76242497,0.137334934,1.388595438,0.240816327,0.23637455,1.191596639,0.13637455,0.163865546,0.175630252,0.132052821,0.153901561,0.191716687,0.171068427,0.122088836,0.209003601,0.114885954,0.568547419,0.27635054,1.455702281,2.071908764,0.178391357,1.210564226,0.763145258,0.241776711,0.155342137,0.144297719,0.132052821,0.134813926,0.368427371,0.152941176,0.209123649,0.188955582,0.928331333,Control,Saline,S/C,c-SC-s
3422_9,0.283922463,0.457012543,0.322462942,2.389053592,3.763511973,0.251311288,0.18654504,3.607525656,0.192474344,1.424173318,0.332041049,0.311516534,0.323831243,0.282098062,0.883238312,0.792474344,1.638540479,1.335917902,0.428506271,0.820068415,0.271151653,0.394526796,0.177423033,1.103990878,2.085290764,0.980615735,0.232611174,0.260433295,0.623717218,0.171265678,0.392702395,1.948004561,0.857468643,0.57309008,0.593158495,0.886659065,0.637172178,0.443557583,0.681641961,0.33386545,0.355986317,0.483238312,0.514709236,0.151668103,0.775206205,0.144404777,1.439985227,0.247076203,0.231810907,1.267142681,0.140219131,0.164963683,0.181583159,0.138126308,0.160285609,0.186507448,0.182321802,0.128523944,0.225163117,0.122368583,0.58808322,0.298904346,1.567524314,2.135787271,0.178259264,1.295826665,0.785300997,0.24412163,0.158931429,0.146620707,0.138126308,0.154991998,0.372768682,0.165209898,0.227009725,0.195124954,0.950141573,Control,Saline,S/C,c-SC-s
3422_10,0.299733333,424,0.3096,2.222666667,3.219733333,0.258133333,0.190933333,3.238133333,0.183466667,1.280533333,0.308266667,0.302133333,0.3088,0.280533333,0.844266667,0.731733333,1.518933333,1.1928,0.4152,832,0.2824,0.3928,0.205866667,1.034666667,1.817066667,0.901866667,0.2296,0.246133333,0.582933333,0.179466667,0.377866667,1.774133333,0.789333333,0.568533333,0.614133333,0.894133333,0.6624,0.420266667,0.6576,0.317333333,0.398133333,0.434133333,0.499466667,0.14345516,0.711640638,0.136370955,1.316857189,0.219449364,0.222186443,1.124456609,0.129447754,0.135082917,0.149251328,0.130413782,0.161165674,0.197069715,0.174529061,0.118821446,0.204636934,0.108195138,0.600708421,0.304298825,1.497182418,2.099500886,0.198679762,1.260666559,0.763484141,0.258734503,0.172113991,0.160199646,0.130413782,0.149251328,0.365641604,0.168249879,0.232651747,0.224601513,0.993720818,Control,Saline,S/C,c-SC-s
3422_11,0.306425916,0.402018056,0.314391928,2.236590547,3.280403611,0.254381306,0.193839618,3.212161445,0.189591078,1.30456718,0.3181094,0.301646309,0.301911843,0.28173128,0.798725438,0.722251726,1.521508232,1.219330855,0.412639405,0.821295805,0.272172066,0.385023898,0.180828465,1.007966012,1.857408391,0.905204461,0.234997345,0.253053638,0.575942645,0.173659055,0.387944769,1.796601168,0.784121083,0.591343601,0.628252788,0.883165162,0.614445035,0.432288901,0.680031864,0.314126394,0.373074881,0.455921402,0.533457249,0.138316563,0.685194058,0.142948411,1.356652292,0.261779268,0.223287015,1.096310494,0.129052867,0.147101102,0.158441144,0.141830379,0.15317042,0.200447213,0.177128254,0.11994889,0.208912314,0.113560134,0.627375819,0.304743651,1.518128095,2.069797157,0.206356812,1.309535218,0.777671299,0.265293084,0.181440664,0.165947932,0.141830379,0.172176969,0.377256029,0.171058936,0.24133525,0.209391471,0.980674014,Control,Saline,S/C,c-SC-s
3422_12,0.2797969,0.415820417,0.314003207,2.229556387,3.409673971,0.244788883,0.187600214,3.235435596,0.185195083,1.366648851,0.316141101,0.306520577,0.334847675,0.2797969,0.841528594,0.74665954,1.519508284,1.246926777,0.413682523,0.869053982,0.281934794,0.377605559,0.185996793,1.069214324,1.844735436,0.904329236,0.243452699,0.252271513,0.570550508,0.184126136,0.393639765,1.764831641,0.770978087,0.589257082,0.615179049,0.894441475,0.65980759,0.436397648,0.692410476,0.365579904,0.388562266,0.453233565,0.521378942,0.144422953,0.702450032,0.148774984,1.356866538,0.241457124,0.236299162,1.170696325,0.12830432,0.168923275,0.159252095,0.150386847,0.173597679,0.192617666,0.169568021,0.114764668,0.215828498,0.111540941,0.63620245,0.309800129,1.556415216,2.096711799,0.222598324,1.310283688,0.78997421,0.264023211,0.178594455,0.153449387,0.150386847,0.180851064,0.370567376,0.169568021,0.279980658,0.220180529,0.98420374,Control,Saline,S/C,c-SC-s
3422_13,0.295595432,0.395758564,0.308646003,2.084502447,2.831647635,0.270146819,0.194779772,2.825774878,0.194127243,1.331158238,0.300489396,0.295595432,0.304730832,0.28319739,0.784013051,0.681566069,1.408809135,1.07406199,0.407177814,0.738009788,0.279934747,0.393800979,0.195758564,0.95269168,1.582055465,0.850897227,0.232952692,0.251223491,0.500489396,0.183686786,0.378140294,1.549755302,0.735399674,0.627732463,0.67634584,0.930831974,0.661337684,0.437846656,0.643066884,0.339641109,0.398368679,0.475367047,0.534094617,0.117998506,0.653099328,0.132374907,1.218259895,0.205003734,0.186893204,0.972927558,0.110716953,0.139283047,0.133681852,0.115571322,0.149551904,0.167662435,0.155526512,0.113330844,0.17699776,0.104929052,0.6178118,0.300410754,1.426624347,1.931292009,0.21004481,1.20631068,0.722180732,0.241038088,0.163741598,0.149925317,0.115571322,0.144324122,0.339992532,0.157206871,0.23506348,0.196041822,0.903472741,Control,Saline,S/C,c-SC-s
3422_14,0.26699187,0.384065041,0.319674797,2.09495935,2.874471545,0.25203252,0.193170732,2.784065041,0.188617886,1.284878049,0.344390244,0.295934959,0.292682927,0.287154472,0.800325203,0.629593496,1.392195122,1.083902439,0.405203252,0.784715447,0.264390244,0.374308943,0.188943089,0.896585366,1.59804878,0.82796748,0.22699187,0.250731707,0.497886179,0.175934959,0.379512195,1.524878049,0.718373984,0.676747967,0.702113821,0.93495935,0.675447154,0.45398374,0.688130081,0.344065041,0.397398374,0.472845528,0.588617886,0.122559048,0.655384043,0.133717686,1.267063418,0.22335875,0.207922633,0.981216292,0.119397434,0.220383113,0.138925051,0.131114004,0.157336805,0.182071787,0.153803236,0.119583411,0.190440766,0.112330296,0.633624698,0.346661707,1.456760275,1.916868142,0.219267249,1.199553654,0.725869444,0.271526874,0.18876697,0.164217965,0.131114004,0.189138925,0.374930259,0.177236377,0.244002232,0.210340338,0.885623954,Control,Saline,S/C,c-SC-s
3422_15,0.291985367,0.405719987,0.29930163,2.118390422,2.987695377,0.251413369,0.195876289,2.916528101,0.201529764,1.31559694,0.330229465,0.302294646,0.310276023,0.29930163,0.799467908,0.699368141,1.424343199,1.100099767,0.411373462,0.770535417,0.289657466,0.388427004,0.213169272,0.921849019,1.648154307,0.855004988,0.243431992,0.24110409,0.568340539,0.171267044,0.414699036,1.581642833,0.728633189,0.646824077,0.680744929,0.934486199,0.704689059,0.456933821,0.777851679,0.355836382,0.409378118,0.510475557,0.595277685,0.126650086,0.644920605,0.140424718,1.269944519,0.238568969,0.20413239,1.036732351,0.117275684,0.159556151,0.135259231,0.133920031,0.166060838,0.198201645,0.165678209,0.121101971,0.187105414,0.100057394,0.634780945,0.354122824,1.513296346,1.978190166,0.242969198,1.291754352,0.749378228,0.267648747,0.19839296,0.152477521,0.133920031,0.173139468,0.347618137,0.173522097,0.259804859,0.217907021,0.89879472,Control,Saline,S/C,c-SC-s
3423_1,0.328826711,0.59381613,0.395838232,3.106865742,5.914648483,0.263696214,0.204208794,4.383023748,0.26875147,1.281330825,0.377733365,0.368563367,0.329532095,0.3308253,1.078415236,1.168469316,2.190218669,1.341288502,0.478368211,0.920879379,0.285445568,0.400070538,0.187514696,1.863860804,3.477310134,1.271337879,0.275099929,0.32388902,0.908182459,0.186926875,0.432518222,3.291441336,1.017987303,0.557841524,0.473900776,0.987655772,0.551845756,0.453209499,0.667411239,0.334234658,0.349047731,0.483658594,0.380319774,0.223624577,1.052492685,0.149274281,1.536630142,0.314611898,0.371522001,1.578107969,0.074465034,0.142217888,0.189317882,0.139578911,0.167230796,0.2337789,0.179048821,0.102805347,0.237794734,0.120876599,0.541965464,0.304687052,1.801617807,2.534966439,0.156560151,1.311800815,0.802191498,0.208651254,0.13481728,0.109861741,0.139578911,0.106763812,0.556709311,0.11232861,0.180540416,0.166484998,1.170672939,Control,Saline,S/C,c-SC-s
3423_2,0.351845384,0.592269182,0.388869484,3.147747118,5.753521947,0.26405868,0.205146117,4.289905693,0.268366515,1.283851438,0.378041681,0.36651531,0.322389102,0.318663407,1.160903481,1.138549307,2.180114099,1.350098964,0.465595529,0.93282105,0.276982187,0.405518687,0.186168355,1.759576202,3.483176156,1.248806613,0.268366515,0.325066946,0.88706485,0.183490511,0.424263593,3.227151007,1.040749796,0.548259402,0.456397718,0.973221562,0.54546513,0.45453487,0.730119921,0.321224822,0.351263244,0.474560484,0.370706718,0.222459215,1.005534098,0.144808901,1.514555831,0.312618897,0.359658731,1.686401107,0.077016199,0.141984205,0.191791088,0.143483023,0.171557042,0.238946215,0.179397014,0.106185508,0.22805096,0.122499568,0.517899349,0.314405949,1.811955958,2.618031936,0.163082954,1.32887531,0.800195999,0.213466305,0.13529717,0.109125497,0.143483023,0.112353721,0.55802156,0.107223151,0.164697066,0.162102957,1.163774716,Control,Saline,S/C,c-SC-s
3423_3,0.342699271,0.584646132,0.393957207,3.164237009,5.919703739,0.266047496,0.204208794,4.279332236,0.264989419,1.370444392,0.373736186,0.375617211,0.332353633,0.328826711,1.096520103,1.161180343,2.197272514,1.386080414,0.464378086,0.949329885,0.281918646,0.397366565,0.203150717,1.778391723,3.424758994,1.205972255,0.280272749,0.327415942,0.903127204,0.187867388,0.43910181,3.160122267,1.041264989,0.560075241,0.468727957,0.981189748,0.550199859,0.456736421,0.972019751,0.338584529,0.355278627,0.489066541,0.379144134,0.220669594,0.979524326,0.142017909,1.512177038,0.312097188,0.366679975,1.744253693,0.077682085,0.136713626,0.193007472,0.145440027,0.167455655,0.231677408,0.176067986,0.103576114,0.221810301,0.121257058,0.496891576,0.301431586,1.734614727,2.530314265,0.161752125,1.342953288,0.791878173,0.214452746,0.136143273,0.114812069,0.145440027,0.106085667,0.557805281,0.108024867,0.156048594,0.165003137,1.154622711,Control,Saline,S/C,c-SC-s
3423_4,0.330938353,0.561574939,0.369449634,2.966949274,5.445610001,0.258226757,0.203333812,4.163241845,0.242563587,1.249892226,0.399913781,0.35781003,0.325477799,0.315562581,1.018680845,1.054461848,2.096852996,1.395890214,0.45667481,0.912631125,0.284092542,0.406236528,0.183934473,1.563299325,3.18795804,1.190257221,0.276476505,0.311682713,0.859749964,0.190257221,0.405086938,2.958758442,0.937778416,0.520908176,0.461847967,0.900704124,0.562149734,0.431527518,0.642908464,0.315849978,0.326196293,0.441586435,0.389280069,0.210116113,1.03618578,0.151980277,1.492524256,0.302688087,0.316923811,1.503260697,0.068315572,0.140846191,0.190392874,0.137744552,0.171942103,0.214569747,0.170908223,0.108875457,0.232463814,0.119293781,0.550182917,0.291872117,1.756879275,2.611181804,0.16144425,1.34340703,0.819309687,0.204230953,0.132575155,0.114124384,0.137744552,0.115078734,0.547081279,0.10569429,0.155956736,0.185223477,1.270876412,Control,Saline,S/C,c-SC-s
3423_5,0.324269006,0.562573099,0.366374269,3.013304094,5.378216374,0.266812865,0.20877193,4.10745614,0.243128655,1.29751462,0.404093567,0.366959064,0.323976608,0.314619883,1.067397661,1.05745614,2.10745614,1.369736842,0.454678363,0.919298246,0.284064327,0.431871345,0.194005848,1.523684211,3.225438596,1.283918129,0.286695906,0.324269006,0.870760234,0.189035088,0.41871345,2.948099415,0.980409357,0.545614035,0.464619883,0.907602339,0.577046784,0.429239766,0.676900585,0.323391813,0.348099415,0.450584795,0.368274854,0.211970873,0.992078099,0.150596143,1.528286789,0.30487317,0.322557414,1.575338081,0.070736977,0.144594703,0.186604785,0.141313915,0.171241098,0.229655117,0.172201328,0.107225734,0.229655117,0.121389133,0.578698888,0.30079219,1.752820677,2.63783308,0.169800752,1.359286229,0.815955829,0.220132832,0.135872609,0.114827559,0.141313915,0.108506041,0.571017044,0.110506522,0.157717852,0.182363767,1.299591902,Control,Saline,S/C,c-SC-s
3423_6,0.308890795,0.561606632,0.358347627,3.03887936,5.576901086,0.263007433,0.205974843,4.10806175,0.241280732,1.283876501,0.373927959,0.367352773,0.329759863,0.322041166,1.019868496,1.053602058,2.084619783,1.390508862,0.464694111,0.922670097,0.281160663,0.409662664,0.188250429,1.494139508,3.19053745,1.261149228,0.274585477,0.30946255,0.86649514,0.18567753,0.400943396,2.965265866,0.945540309,0.515580332,0.457975986,0.923241852,0.545740423,0.439536878,0.66995426,0.323184677,0.340766152,0.452258433,0.375357347,0.214257331,0.944528332,0.150838433,1.50774855,0.317173965,0.320909163,1.634109513,0.070412461,0.135261861,0.187395693,0.142334896,0.171183343,0.226337122,0.170229675,0.109433362,0.226098705,0.122546293,0.538583804,0.301358976,1.700468887,2.588253993,0.166573949,1.398871493,0.806882302,0.211952635,0.139950727,0.110704919,0.142334896,0.102678217,0.558690296,0.107049193,0.159183025,0.168799173,1.246920448,Control,Saline,S/C,c-SC-s
